SERVICE_NAME,SERVICE_CODE,DESCRIPTION,REQUESTED_DATETIME,ADDRESS,LATITUDE,LONGITUDE
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-17T13:04:00Z,"""407 COLLINS AV, CINC - GJ1875333722""",39.1252303155293,-84.469437178214
"""Dead animal""","""DAPUB1""","""dead raccoon on sidewalk """,2016-03-23T13:18:00Z,"""2938 WARDALL AV - GJ0769036941 """,39.1569117290702,-84.5963292193555
"""Dead animal""","""DAPUB1""","""dead dog at curb""",2016-03-23T09:26:00Z,"""776 N FRED SHUTTLESWORTH CIR - GJ1718436891 """,39.1541424463912,-84.4865608474455
"""Dead animal""","""DAPUB1""","""DEAD DEER IN THE 3600 BLOCK OF RIVER RD3/21/2016 11:55 AM/CMARSHALL - 3552 RIVER RD PER CALLER """,2016-03-21T08:36:00Z,"""3608 RIVER RD - GJ0831928461 """,39.0804127815839,-84.5916611450205
"""Dead animal""","""DAPUB1""","""DEAD DEER AT VINE AND INTERVINE PL""",2016-03-21T08:05:00Z,"""VINE ST & INTERVINE PL - GJ1501436248 """,39.1488864529577,-84.511859819438
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-21T23:13:00Z,"""142 PALISADES PTE, CINC - GJ0595528593""",39.0821720820306,-84.6189240528396
"""Dead animal""","""DAPUB1""","""dead dog in front of Gamble Jr. High School on Westwood N. Blvd""",2016-03-23T09:44:00Z,"""WESTWOOD NORTHERN BLVD & TINAVIEW CT - GJ0844636166 """,39.1497460763896,-84.5878231975378
"""Dead animal""","""DAPUB1""","""dead cat at the curb""",2016-03-23T12:30:00Z,"""7440 FAIRPARK AV - GJ1790741885 """,39.198915408241,-84.4765960307768
"""Dead animal""","""DAPUB1""","""dead cat at curb""",2016-03-22T09:00:00Z,"""1828 CREST HILL AV - GJ1981042631 """,39.2051530281648,-84.4543360001336
"""Dead animal""","""DAPUB1""","""DEAD RABBIT""",2016-03-22T07:59:00Z,"""1514 SECTION RD - GJ1901141831 """,39.1981488327441,-84.4638401161559
"""Dead animal""","""DAPUB1""","""heading north on vine near clinton/ dog in street""",2016-03-18T17:01:00Z,"""VINE ST & CLINTON SPRINGS AV - GJ1557037288 """,39.1581185319958,-84.5051043421449
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL ON WINNESTE (CAT)""",2016-03-18T15:04:00Z,"""WINNESTE AV & CRAFT ST - GJ1504439579 """,39.1788704810779,-84.5104564932248
"""Dead animal""","""DAPUB1""","""dead cat in a black bag at the curb""",2016-03-22T14:21:00Z,"""740 FAIRBANKS AV - GJ1024631259 """,39.1051418025278,-84.5685363899075
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-21T09:02:00Z,"""430 W NORTH BEND RD, CINC - GJ1659142090""",39.2010950477186,-84.4917465507085
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE MEDIAN """,2016-03-21T14:35:00Z,"""316 E LIBERTY ST - GJ1531032226 """,39.1126143933662,-84.5097118561043
"""Dead animal""","""DAPUB1""","""DEAD ON THE SIDE STREET OF THE ADDRESS BY THE STORM DRAIN""",2016-03-22T09:40:00Z,"""2830 LOWER GRANDIN RD - GJ2119134020 """,39.1272834530388,-84.4411746010561
"""Dead animal""","""DAPUB1""","""dead DEER in row she says it is at the curb""",2016-03-18T13:50:00Z,"""6137 BENNEVILLE ST - GJ2586829749 """,39.0876401979467,-84.388533497786
"""Dead animal""","""DAPUB1""","""dead raccoon at the curb""",2016-03-23T12:22:00Z,"""4003 ROSE HILL AV - GJ1755137247 """,39.1572544212789,-84.4822042312513
"""Dead animal""","""DAPUB1""","""dead deer on curb """,2016-03-23T13:20:00Z,"""3246 GOBEL AV - GJ0910835727 """,39.145637921778,-84.5803122556324
"""Dead animal""","""DAPUB1""","""DEAD DOG""",2016-03-24T08:24:00Z,"""2240 W NORTH BEND RD - GJ1032041775 """,39.199794625082,-84.5644196007612
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-24T06:59:00Z,"""2200 HARRISON AV, CINC - GJ0979134472""",39.1341771920831,-84.5728040884729
"""Dead animal""","""DAPUB1""","""deer on side of road just before wooster""",2016-03-23T17:04:00Z,"""GJ2357033102 """,39.1184203511241,-84.4139779954815
"""Dead animal""","""DAPUB1""","""racoon """,2016-03-24T13:03:00Z,"""5329 WHETSEL AV - GJ2524938285 """,39.1646352597582,-84.3928530264404
"""Dead animal""","""DAPUB1""","""dead deer on Beechmont Levee""",2016-03-23T14:08:00Z,"""BEECHMONT AV & COLUMBIA WB PKWY - GJ2317933362 """,39.1208597615997,-84.4184195930883
"""Dead animal""","""DAPUB1""","""dead cat at Queen City and Erlene """,2016-03-30T08:16:00Z,"""ERLENE DR & QUEEN CITY AV - GJ0825234021 """,39.130482674406,-84.5907315756507
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-28T11:01:00Z,"""3572 LOSSING ST, CINC - GJ1524736412""",39.1503212587665,-84.5090968310112
"""Dead animal""","""DAPUB1""","""dead opossum at Glenway and Grand per caller """,2016-03-30T08:11:00Z,"""GLENWAY AV & GRAND AV - GJ1092732170 """,39.1131718615155,-84.5603858807977
"""Dead animal""","""DAPUB1""","""dead dog at the curb""",2016-03-28T07:19:00Z,"""2812 W NORTH BEND RD - GJ0919040595 """,39.189442702868,-84.5778543104165
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-27T17:30:00Z,"""2921 PORTSMOUTH AV, CINC - GJ2171135838""",39.1435258486452,-84.4345520191264
"""Dead animal""","""DAPUB1""","""dead squirrell at curb""",2016-03-25T12:54:00Z,"""3132 HACKBERRY ST - GJ1833034807 """,39.135094623969,-84.4739838354947
"""Dead animal""","""DAPUB1""","""inbound on Columbia Pkwy just after crossing Beechmont ramp""",2016-03-28T11:03:00Z,"""COLUMBIA WB PKWY & BEECHMONT TO COLUMBIA WB PKWY RAMP - GJ2319933407 """,39.1212567348288,-84.4181624782767
"""Dead animal""","""DAPUB1""","""dead animal in a bucket at the curb""",2016-03-25T10:45:00Z,"""3376 NINANN CT - GJ1031035651 """,39.1446639815432,-84.5664333761222
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-28T23:13:00Z,"""2859 MARKBREIT AV, CINC - GJ2149336737""",39.1516778953665,-84.4367903423927
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET""",2016-03-31T15:12:00Z,"""3455 CARDIFF AV - GJ2289937118 """,39.1547377566485,-84.4204129249089
"""Dead animal""","""DAPUB1""","""dead opposium on medium""",2016-03-30T10:33:00Z,"""4230 APPLETON ST - GJ2213337171 """,39.1554148393029,-84.4292567057781
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-29T08:34:00Z,"""132 W MARTIN LUTHER KING JR DR, CINC - GJ1489534801""",39.1358975551879,-84.5136851030011
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.03/31/2016 8:27 AM/KMALONE - there is a box in the woods across from  kings run court green and white it looks like it may be a animal in it cause my dog ran in there while I was walking her and started barking at the box I'm not sure but someone need to check and see 03/31/2016 8:27 AM/KMALONE - there is a box in the woods across from  kings run court green and white it looks like it may be a animal in it cause my dog ran in there while I was walking her and started barking at the box I'm not sure but someone need to check and see """,2016-03-30T22:39:00Z,"""470 KINGS RUN DR, CINC - GJ1503039493""",39.1781039584409,-84.5106321586893
"""Dead animal""","""DAPUB1""","""there is a dead cat close to Grand but on Glenway""",2016-03-29T15:16:00Z,"""GRAND AV & GLENVIEW PL - GJ1087531172 PRIVATE STREET""",39.1042051530197,-84.5613005389634
"""Dead animal""","""DAPUB1""","""opossum""",2016-03-29T15:21:00Z,"""6016 ROE ST - GJ2539437297 """,39.1557072221622,-84.391505047546
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-29T20:45:00Z,"""2774 LOSANTIVILLE AV, CINC - GJ2143640719""",39.1875358796585,-84.4361413752874
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-03-30T15:05:00Z,"""750 PEDRETTI AV, CINC - GJ0768131543""",39.108312692534,-84.5980851004526
"""Dead animal""","""DAPUB1""","""DEAD OPOSSUM""",2016-03-30T07:10:00Z,"""LUDLOW AV & LAFAYETTE AV - GJ1311836366 """,39.1504214964017,-84.5337507606498
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-05T19:12:00Z,"""1990 SUTTER AV, CINC - GJ1113935183""",39.1402593351315,-84.5569829830021
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.04/06/2016 10:12 AM/KMALONE - There are at least 3 dead raccoons on Westwood Northern blvd- between Beekman and Sutter""",2016-04-06T10:09:00Z,"""1807 WESTWOOD NORTHERN BLVD, CINC - GJ1159235168""",39.1399623683388,-84.5512682113309
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2016-04-05T07:09:00Z,"""547 SUTTON RD - GJ2424127035 """,39.0636308788626,-84.4082221546569
"""Dead animal""","""DAPUB1""","""DEAD DOG IN THE STREET""",2016-04-06T13:11:00Z,"""3090 GILBERT AV - GJ1754634979 """,39.1368358187139,-84.4829933137756
"""Dead animal""","""DAPUB1""","""dead raccoon in the road""",2016-03-31T08:25:00Z,"""537 E PETE ROSE WY - GJ1603130862 """,39.1001481631168,-84.5018130978112
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-05T13:43:00Z,"""5135 KIRBY AV, CINC - GJ1093840166""",39.185162434752,-84.5577505815002
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN THE STREET""",2016-04-05T11:21:00Z,"""CLINTON SPRINGS AV & WESS PARK DR - GJ1622637120 """,39.1564441442719,-84.4975749469444
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-06T12:26:00Z,"""4669 KIRBY AV, CINC - GJ1168239101""",39.1753972720283,-84.5494798498832
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.04/01/2016 9:29 AM/KMALONE - There is a large loading dock that is filled with standing water that never drains.  I'm afraid the coming mosquito months will be bad!""",2016-04-01T09:01:00Z,"""5629 MADISON RD, CINC - GJ2498237822""",39.1605426966426,-84.3960869069947
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL ON FELTZ BEFORE YOU GET TO EPWORTH""",2016-03-31T12:36:00Z,"""FELTZ AV & EPWORTH AV - GJ0744536694 """,39.154738956603,-84.5992344979374
"""Dead animal""","""DAPUB1""","""dead cat in a bag per caller""",2016-04-06T15:47:00Z,"""917 PURCELL AV - GJ1056931562 """,39.1077917315179,-84.5647050647157
"""Dead animal""","""DAPUB1""","""dead coyote on Columbia Pkwy 1/4 mi east of Torrence""",2016-04-08T14:57:00Z,"""COLUMBIA PKWY & TORRENCE PKWY - GJ1923333742 """,39.1252803932235,-84.463895999006
"""Dead animal""","""DAPUB1""","""dead cat middle of road""",2016-04-07T09:03:00Z,"""745 FAIRBANKS AV - GJ1019431276 """,39.1053041664989,-84.5691333482697
"""Dead animal""","""DAPUB1""","""PER 882, REMOVED SEVERAL DEAD GEESE FROM THE ROAD""",2016-04-07T09:30:00Z,"""W 8TH ST & DALTON AV - GJ1303131238 """,39.10427268528,-84.5363572687209
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2016-04-11T07:46:00Z,"""2997 WESTWOOD NORTHERN BLVD - GJ0770237042 """,39.1578127559238,-84.5961656036987
"""Dead animal""","""DAPUB1""","""dead dog in wheel barrell on sidewallk.""",2016-04-08T16:59:00Z,"""3548 DAYTONA AV - GJ0596635800 """,39.1470406624677,-84.616615082823
"""Dead animal""","""DAPUB1""","""2 dead squirrels in the street in a bag""",2016-04-11T11:55:00Z,"""2355 VAN LEUNEN DR - GJ0995141181 """,39.1945356492121,-84.5688744288711
"""Dead animal""","""DAPUB1""","""there is a pile of anumal bones sitting between the fire hydrants when coming down the hill of Westwood northern bv""",2016-04-11T15:35:00Z,"""BEEKMAN ST & WESTWOOD NORTHERN BLVD - GJ1189034918 """,39.1376815179889,-84.5483945667391
"""Dead animal""","""DAPUB1""","""dead dog in a bag""",2016-04-11T15:50:00Z,"""528 VASSAR CT - GJ1494140316 """,39.1855302740255,-84.5114092917161
"""Dead animal""","""DAPUB1""","""DEAD CAT""",2016-04-07T10:14:00Z,"""1600 QUEEN CITY AV - GJ1185433653 """,39.1262999916918,-84.5492054367706
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-08T12:05:00Z,"""231 CLINTON SPRINGS AV, CINC - GJ1610537123""",39.1564943209419,-84.4989661715792
"""Dead animal""","""DAPUB1""","""dead animal in a bag at curb""",2016-04-08T16:43:00Z,"""2807 PARK AV - GJ1730534211 """,39.1299866333997,-84.4860335679055
"""Dead animal""","""DAPUB1""","""dead cat in front of the house""",2016-04-07T12:59:00Z,"""676 STRAND LN - GJ1470540524 """,39.1874613592992,-84.5140760163206
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-11T20:40:00Z,"""1118 BELVEDERE ST, CINC - GJ1644631772""",39.1082496480607,-84.4967314991749
"""Dead animal""","""DAPUB1""","""DEAD DOG  IN THE STREET""",2016-04-12T08:49:00Z,"""1409 CAROLINA AV - GJ1825939254 """,39.1751433480184,-84.4733764051159
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-12T08:31:00Z,"""3726 COLUMBIA PKWY, CINC - GJ2185732472""",39.1131836969464,-84.4339642340452
"""Dead animal""","""DAPUB1""","""dead opposum in the middle of street""",2016-04-12T08:48:00Z,"""1408 CAROLINA AV - GJ1826339296 """,39.1755261012925,-84.4733165866667
"""Dead animal""","""DAPUB1""","""Per 882, collected dead raccoon """,2016-04-13T10:15:00Z,"""SPRING GROVE AV & CRAWFORD AV - GJ1352737565 """,39.1611174923301,-84.5286346969595
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2016-04-11T08:04:00Z,"""COLUMBIA PKWY & TUSCULUM AV - GJ2173832532 """,39.1137485458574,-84.4353334461143
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-15T07:26:00Z,"""ISABELLA AV & SEAL ST""",39.1492459622965,-84.4324345213524
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL AT THE CURB""",2016-04-14T08:32:00Z,"""2320 WHITEWOOD LN - GJ1011241389 """,39.1963743941519,-84.5669450170324
"""Dead animal""","""DAPUB1""","""DEAD CAT ON SIDEWALK BALTIMORE & GEIGER""",2016-04-15T12:24:00Z,"""BALTIMORE AV & GEIGER ST - GJ1123234534 """,39.1343891168551,-84.5561236134605
"""Dead animal""","""DAPUB1""","""dead fox""",2016-04-15T09:17:00Z,"""2648 BELLEVUE AV - GJ1573634186 """,39.130146860331,-84.5041692153801
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-15T08:49:00Z,"""2634 MONTANA AV, CINC - GJ0880836736""",39.1547982893783,-84.5834581868546
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-15T11:56:00Z,"""2645 MONTANA AV, CINC - GJ0881136635""",39.1538948943732,-84.5834490473481
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-16T22:55:00Z,"""2359 KEMPER LN, CINC - GJ1711733585""",39.1243959252761,-84.4883895665397
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-18T07:41:00Z,"""2201 PARK AV, CINC - GJ1724133128""",39.1202544598219,-84.48710903272
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-15T07:01:00Z,"""2500 QUEEN CITY AV, CINC - GJ0866134196""",39.1320219870153,-84.585473850517
"""Dead animal""","""DAPUB1""","""DEAD RABBIT IN THE STREET""",2016-04-14T14:07:00Z,"""2883 WEST TOWER AV - GJ0764534185 """,39.1321063254892,-84.5976948676177
"""Dead animal""","""DAPUB1""","""OPOSSUM ON THE SIDEWALK ACROSS FROM 1051 CONSIDINE AVE.""",2016-04-19T11:01:00Z,"""1051 CONSIDINE AV - GJ1070431983 """,39.1115458782148,-84.5630174094256
"""Dead animal""","""DAPUB1""","""Dead cat in bag""",2016-04-20T11:40:00Z,"""5030 OBERLIN BLVD - GJ1822939701 """,39.1791796642387,-84.4735814995196
"""Dead animal""","""DAPUB1""","""DEAD CAT ON THE SIDEWALK""",2016-04-18T07:50:00Z,"""3343 VINE ST - GJ1523235472 """,39.1418486696438,-84.5095812111142
"""Dead animal""","""DAPUB1""","""deaddog on sidewalk""",2016-04-19T14:22:00Z,"""708 WILBUD DR - GJ0829331187 """,39.1049561229735,-84.5911219866053
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE STREET""",2016-04-18T13:08:00Z,"""COLERAIN AV & ELAM ST - GJ1281534976 """,39.1379772816627,-84.5376896213742
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-19T19:12:00Z,"""MT HOPE AV & BODLEY AV""",39.1022372975147,-84.5581375783994
"""Dead animal""","""DAPUB1""","""DEAD DOG AT THE CURB""",2016-04-18T08:33:00Z,"""3847 VINE ST - GJ1549337024 """,39.1557535926872,-84.5060774577133
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-17T15:42:00Z,"""2856 WESTBROOK DR, CINC - GJ0794534857""",39.1380858402156,-84.5940152004796
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2016-04-18T10:18:00Z,"""5800 KENNEDY AV - GJ2325239531 """,39.1763684296654,-84.4155315994337
"""Dead animal""","""DAPUB1""","""per 882- collected 2 raccoons""",2016-04-20T10:37:00Z,"""3133 WESTWOOD NORTHERN BLVD - GJ0726437380 """,39.1609664371964,-84.6011279127326
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE STREET""",2016-04-18T10:58:00Z,"""2360 FAIRVIEW AV - GJ1364233647 """,39.1258093855937,-84.5285399184169
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE MIDDLE OF THE STREET """,2016-04-18T08:21:00Z,"""12 GLEN ESTE PL - GJ1555236937 """,39.1549629768183,-84.5054235010443
"""Dead animal""","""DAPUB1""","""ON GRAY RD @ WINTON DEAD RACCOON, COLLECTED""",2016-04-21T08:22:00Z,"""GRAY RD & WINTON RD - GJ1425739244 """,39.1760521088758,-84.5196626193809
"""Dead animal""","""DAPUB1""","""Cat in the middle of the street on E. Seymour near Paddock""",2016-04-25T13:11:00Z,"""E SEYMOUR AV & PADDOCK RD - GJ1805141112 """,39.1919225899805,-84.4751887890831
"""Dead animal""","""DAPUB1""","""dead dog middle of street on rapid run """,2016-04-20T11:21:00Z,"""RAPID RUN PIKE & RUTLEDGE AV - GJ0859632549 """,39.1171465940445,-84.5872044704979
"""Dead animal""","""DAPUB1""","""opposum in the intersection4/20/2016 9:42 AM/LTHOMPSON - 50 yards down inbound glenway is another one""",2016-04-20T09:41:00Z,"""GLENWAY AV & RIDLEN AV - GJ0987432228 """,39.1139522703608,-84.5725288426886
"""Dead animal""","""DAPUB1""","""DEAD CAT ON VINE STREET NEAR CLINTON SPRINGS""",2016-04-20T07:11:00Z,"""VINE ST & CLINTON SPRINGS AV - GJ1557037288 """,39.1581185319958,-84.5051043421449
"""Dead animal""","""DAPUB1""","""per 882- collecteed a dead oppossium from street""",2016-04-26T08:52:00Z,"""538 W MCMICKEN AV - GJ1351833229 """,39.1220743762332,-84.5301068939995
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-21T16:53:00Z,"""2043 MADISON RD, CINC - GJ1943234506""",39.1321182660597,-84.461325997654
"""Dead animal""","""DAPUB1""","""per 882 collected a dead raccoon""",2016-04-25T07:37:00Z,"""WESTWOOD NORTHERN BLVD & BEEKMAN ST - GJ1189034918 """,39.1376815179889,-84.5483945667391
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2016-04-20T11:54:00Z,"""RAPID RUN PIKE & SUNSET AV - GJ0875332688 """,39.1183637832736,-84.5853438354982
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-21T12:27:00Z,"""896 VENETIAN TER, CINC - GJ1351541391""",39.1955699336736,-84.5275542816553
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-23T11:44:00Z,"""5035 WILLNET DR, CINC - GJ0693432543""",39.1174938690547,-84.6064148641546
"""Dead animal""","""DAPUB1""","""there is a deer in the street where Sunset meets Guerley""",2016-04-26T09:47:00Z,"""SUNSET AV & GUERLEY RD - GJ0891333149 """,39.1224779603045,-84.5833538925575
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-23T15:47:00Z,"""3756 ISABELLA AV, CINC - GJ2187836131""",39.1461218161773,-84.4325320420078
"""Dead animal""","""DAPUB1""","""dead cat in the street per caller """,2016-04-21T09:36:00Z,"""MONTGOMERY RD & ORCHARD LN - GJ2280840579 """,39.1859203494664,-84.4203230086264
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-21T17:52:00Z,"""1701 RIVERSIDE DR, CINC - GJ1749032714""",39.1164648014021,-84.4843684961458
"""Dead animal""","""DAPUB1""","""DEAD RACCOON IN THE STREET""",2016-04-19T07:09:00Z,"""3319 WERK RD - GJ0616735107 """,39.1407598334961,-84.6144968759726
"""Dead animal""","""DAPUB1""","""DEAD CAT ON SEYMOUR AT LINKS DR""",2016-04-26T08:50:00Z,"""1428 SEYMOUR AV - GJ1830841121 """,39.1919403572613,-84.472207143238
"""Dead animal""","""DAPUB1""","""DEAD CAT IN TRASH BAG AT THE CURB""",2016-04-20T07:59:00Z,"""418 CONSIDINE AV - GJ1065930506 """,39.0982607661195,-84.5639918178111
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-19T19:57:00Z,"""5838 LATHROP PL, CINC - GJ1146641632""",39.1982304432782,-84.5511872145246
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2016-04-25T09:04:00Z,"""2538 MONTANA AV - GJ0912236848 """,39.1557317584248,-84.5798032045579
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN THE STREET""",2016-04-26T10:27:00Z,"""723 GRAND AV - GJ1085031192 """,39.1043952808857,-84.5615739990665
"""Dead animal""","""DAPUB1""","""DEAD RACOON ACROSS THE STREET FROM 1306 NORTH BEND""",2016-04-22T07:56:00Z,"""1306 W NORTH BEND RD - GJ1250042160 """,39.2027281761894,-84.5390773087423
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-26T09:01:00Z,"""2840 MADISON RD, CINC - GJ2136936343""",39.1481612886176,-84.4383511202076
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-20T10:02:00Z,"""494 MT HOPE AV, CINC - GJ1113630734""",39.1002057044109,-84.5584059319153
"""Dead animal""","""DAPUB1""","""dead animal in trash can on vacant lot """,2016-04-19T10:36:00Z,"""6113 SIERRA ST - GJ2551237912 """,39.1612115858016,-84.389935255636
"""Dead animal""","""DAPUB1""","""dead oppossium- collected on Bruce, street side""",2016-04-21T14:45:00Z,"""4253 FLORIDA AV - GJ1186238208 """,39.1673107025651,-84.5476881863944
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-20T08:54:00Z,"""5705 COLERAIN AV, CINC - GJ0915841500""",39.1976087848049,-84.5779440794983
"""Dead animal""","""DAPUB1""","""dead raccoon in street collected by 882""",2016-04-26T07:51:00Z,"""1040 GROESBECK RD - GJ1306541173 """,39.193708675095,-84.5328474601505
"""Dead animal""","""DAPUB1""","""dead cat in street""",2016-04-20T09:57:00Z,"""1235 GILSEY AV - GJ0910932387 """,39.115571511874,-84.5813266634078
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2016-04-25T09:11:00Z,"""222 OAK ST - GJ1567734314 """,39.131316658074,-84.5048125810119
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-21T09:08:00Z,"""2979 GILBERT AV, CINC - GJ1716434674""",39.1337859758549,-84.487406807388
"""Dead animal""","""DAPUB1""","""in a bag at curb dead dog""",2016-04-25T09:03:00Z,"""1605 ROSE PL - GJ1851339422 """,39.176594732199,-84.4703898010914
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-25T08:46:00Z,"""2726 ORLAND AV, CINC - GJ0967434613""",39.1354722533186,-84.5741011989415
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2016-04-26T08:23:00Z,"""2355 W MCMICKEN AV, CINC - GJ1329933541""",39.1249512631609,-84.5325311126356
"""Dead animal""","""DAPUB1""","""on bruce between virginia and  kirby dead opposum side of road""",2016-04-21T16:59:00Z,"""BRUCE AV & VIRGINIA AV - GJ1176338256 """,39.167768456289,-84.5488269612109
"""Dead animal""","""DAPUB1""","""dead racoon on the curb""",2016-04-20T11:48:00Z,"""PEDRETTI AV & W 8TH ST - GJ0760931619 """,39.1090147611378,-84.5988991932649
"""Dead animal""","""DAPUB1""","""per 882- removed a dead deer""",2016-04-25T07:38:00Z,"""WESTWOOD NORTHERN BLVD & BALTIMORE AV - GJ1061735723 """,39.1452355723301,-84.5628668454732
"""Dead animal""","""DAPUB1""","""dead gopher at curb""",2016-04-20T09:11:00Z,"""677 GLENWOOD AV - GJ1678636172 """,39.1477676335247,-84.4913995735807
"""Dead animal""","""DAPUB1""","""dead cat a black bag at curb""",2016-04-22T16:51:00Z,"""1848 CLARION AV - GJ1889335891 """,39.1447105431842,-84.4671332360255
"""Dead animal""","""DAPUB1""","""dead dog in black bag""",2016-04-19T10:47:00Z,"""2820 STERRETT AV - GJ1126932169 """,39.1130828112247,-84.5564314290154
"""Dead animal""","""DAPUB1""","""OPOSSUM IN THE STREET """,2016-04-25T12:44:00Z,"""2413 ELBERON AV - GJ1116930530 """,39.098354560958,-84.5581015250546
"""Dead animal""","""DAPUB1""","""PER 882- COLLECTEED A DEAD RACCOON FROM STREET""",2016-04-25T08:58:00Z,"""VICTORY PKWY & JONATHAN AV - GJ1755435359 """,39.1402613237672,-84.4827831155642
"""Dead animal""","""DAPUB1""","""PER 882- COLLECTED A DEAD CAT FROM THE ROAD""",2016-04-26T12:31:00Z,"""5928 RHODE ISLAND AV - GJ1950440145 """,39.1828567862709,-84.4586842623829
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN THE STREET""",2016-04-22T14:59:00Z,"""3824 DAKOTA AV - GJ1778436514 """,39.150595255488,-84.4797555913029
"""Dead animal""","""DAPUB1""","""dead cat at the curb in a bag per caller""",2016-04-25T15:11:00Z,"""2077 N TERALTA CIR - GJ1025734861 """,39.1375658187866,-84.5672897665037
"""Dead animal""","""DAPUB1""","""DEAD DOG AT THE CURB""",2016-04-26T08:05:00Z,"""114 CRAFT ST - GJ1497939627 """,39.1793217853457,-84.5111962898369
